iter	Logloss
0	0.6695864128
1	0.6544233042
2	0.6385867106
3	0.6222218918
4	0.6094295109
5	0.5962785361
6	0.5802274639
7	0.5585382909
8	0.5391715161
9	0.510994207
10	0.4968812999
11	0.482906451
12	0.4622580297
13	0.4538552896
14	0.4411586574
15	0.4277906575
16	0.4107671055
17	0.4005858637
18	0.3882724093
19	0.3773085743
20	0.3703252332
21	0.3624290691
22	0.3560144072
23	0.353906727
24	0.3507381561
25	0.3488008928
26	0.3464080324
27	0.3431446133
28	0.3394659739
29	0.3377684975
30	0.3323967028
31	0.325362394
32	0.3235075744
33	0.32121291
34	0.3203782687
35	0.3165210897
36	0.3146425059
37	0.3125603266
38	0.308535166
39	0.3074690075
40	0.3056592213
41	0.3019247235
42	0.2951989896
43	0.2948187486
44	0.2932538844
45	0.2904110557
46	0.2879979578
47	0.2866191644
48	0.2834916012
49	0.2828217667
50	0.2810363066
51	0.2801971568
52	0.2786736515
53	0.2776886015
54	0.2764191214
55	0.2747319848
56	0.2723873751
57	0.2722798333
58	0.2719890147
59	0.2710692343
60	0.2695195867
61	0.2694899018
62	0.2693333524
63	0.2683129063
64	0.2675798513
65	0.26742802
66	0.2672924927
67	0.2669350085
68	0.2668328867
69	0.26682032
70	0.2658235953
71	0.2658208848
72	0.26416721
73	0.2638972611
74	0.2628907552
75	0.2622617054
76	0.2620881355
77	0.2609377589
78	0.2600189875
79	0.2599395015
80	0.2597068887
81	0.2582606939
82	0.2574453807
83	0.2564391055
84	0.2553369562
85	0.255307557
86	0.2553058079
87	0.2548668376
88	0.2547041006
89	0.2546774219
90	0.2546728942
91	0.2545041439
92	0.2514604911
93	0.2512754375
94	0.250751299
95	0.2504617196
96	0.2504551506
97	0.2503894902
98	0.2503127051
99	0.2503120091
100	0.2500924527
101	0.2486301982
102	0.248629691
103	0.24811136
104	0.248110917
105	0.2472104903
106	0.24408819
107	0.2410359288
108	0.240818667
109	0.2407435346
110	0.2404525666
111	0.2402016424
112	0.2401819357
113	0.2400806876
114	0.2393193421
115	0.2390177329
116	0.2389769382
117	0.2373826006
118	0.2371747314
119	0.2365690678
120	0.2362909085
121	0.2356963409
122	0.2354012261
123	0.2353375051
124	0.2347884141
125	0.2339676221
126	0.2337851556
127	0.2337365826
128	0.2336531019
129	0.2331050535
130	0.2328928706
131	0.2328905081
132	0.2326908657
133	0.2322998007
134	0.2315315732
135	0.2314371169
136	0.2311216921
137	0.2307487046
138	0.2305728127
139	0.230528703
140	0.2299676241
141	0.2295739415
142	0.2295298267
143	0.2294293614
144	0.2290419059
145	0.2283426432
146	0.2279329664
147	0.2277826
148	0.2275500151
149	0.2275281885
150	0.2271857641
151	0.2267574171
152	0.2265622764
153	0.2256952948
154	0.225253684
155	0.2248757228
156	0.2245738771
157	0.2242489318
158	0.2237867234
159	0.2233193464
160	0.2230663706
161	0.2228275025
162	0.2226449685
163	0.2219388124
164	0.2212859099
165	0.2210749578
166	0.2205594174
167	0.2202564548
168	0.2193065385
169	0.2192077788
170	0.2189805656
171	0.2185889278
172	0.2183291682
173	0.2180702335
174	0.2177880696
175	0.2177428394
176	0.217568809
177	0.2172337241
178	0.2170391813
179	0.2164296879
180	0.2157005278
181	0.2135384343
182	0.213497636
183	0.2133757107
184	0.2131138637
185	0.2127214758
186	0.2121880498
187	0.2118395784
188	0.2114600568
189	0.2109741237
190	0.2106579642
191	0.2101543631
192	0.2101278748
193	0.2097752926
194	0.2093457404
195	0.2092512864
196	0.2080269487
197	0.2072916698
198	0.2068390976
199	0.2064551196
200	0.2059774941
201	0.205437388
202	0.2041302095
203	0.2036070826
204	0.2034935944
205	0.2030833362
206	0.2027037931
207	0.2025580488
208	0.2024057093
209	0.2020282663
210	0.2019726323
211	0.2017486836
212	0.2014634433
213	0.200876862
214	0.2006121034
215	0.200579255
216	0.2002321141
217	0.199889967
218	0.1995958568
219	0.1992808884
220	0.199280101
221	0.1987926538
222	0.1983522343
223	0.1977234497
224	0.19770078
225	0.1973032114
226	0.197109811
227	0.1970370943
228	0.1965843347
229	0.1961198012
