iter	Passed	Remaining
682	8657	1482
683	8668	1470
684	8679	1457
685	8690	1444
686	8701	1431
687	8714	1418
688	8727	1405
689	8738	1393
690	8751	1380
691	8763	1367
692	8774	1354
693	8790	1342
694	8801	1329
695	8813	1316
696	8824	1304
697	8836	1291
698	8849	1278
699	8862	1266
700	8880	1254
701	8893	1241
702	8904	1228
703	8920	1216
704	8933	1203
705	8944	1190
706	8955	1178
707	8967	1165
708	8979	1152
709	8991	1139
710	9001	1126
711	9013	1114
712	9024	1101
713	9035	1088
714	9051	1076
715	9062	1063
716	9078	1050
717	9089	1038
718	9104	1025
719	9116	1012
720	9127	1000
721	9137	987
722	9148	974
723	9160	961
724	9176	949
725	9188	936
726	9199	923
727	9211	911
728	9222	898
729	9237	885
730	9247	872
731	9259	860
732	9270	847
733	9282	834
734	9295	822
735	9306	809
736	9318	796
737	9329	783
738	9340	770
739	9354	758
740	9364	745
741	9380	733
742	9393	720
743	9405	707
744	9415	695
745	9430	682
746	9445	670
747	9457	657
748	9468	644
749	9484	632
750	9494	619
751	9505	606
752	9518	594
753	9536	581
754	9548	569
755	9560	556
756	9572	543
757	9583	531
758	9596	518
759	9609	505
760	9620	493
761	9631	480
762	9643	467
763	9654	454
764	9666	442
765	9677	429
766	9688	416
767	9699	404
768	9714	391
769	9733	379
770	9745	366
771	9762	354
772	9773	341
773	9785	328
774	9797	316
775	9814	303
776	9829	290
777	9840	278
778	9853	265
779	9864	252
780	9880	240
781	9891	227
782	9903	215
783	9915	202
784	9925	189
785	9936	176
786	9951	164
787	9962	151
788	9973	139
789	9989	126
790	10002	113
791	10013	101
792	10025	88
793	10036	75
794	10052	63
795	10067	50
796	10084	37
797	10096	25
798	10108	12
799	10118	0
