iter	Logloss
279	0.2129621349
280	0.2126164465
281	0.212507119
282	0.2124110684
283	0.2119809599
284	0.2118436151
285	0.2112614828
286	0.21081789
287	0.2105603598
288	0.21033096
289	0.2099591018
290	0.2092187497
291	0.2090415486
292	0.2089831639
293	0.2087384468
294	0.2085403067
295	0.2084331291
296	0.2081946477
297	0.207612225
298	0.2075290847
299	0.2074479164
300	0.206896175
301	0.2064585973
302	0.2063762916
303	0.2061773542
304	0.2060921984
305	0.2057702417
306	0.2051910274
307	0.2048597322
308	0.2048024566
309	0.204554101
310	0.204519614
311	0.2043198607
312	0.2042885033
313	0.2041672173
314	0.2035286499
315	0.2032556694
316	0.2026691758
317	0.2025960241
318	0.2023018002
319	0.2020759035
320	0.2016814797
321	0.2008410673
322	0.2007069374
323	0.2004619545
324	0.2001161133
325	0.199737179
326	0.1993944053
327	0.1991621799
328	0.199103688
329	0.198933086
330	0.198549506
331	0.1984447212
332	0.1983155202
333	0.1982541644
334	0.1980789403
335	0.197715613
336	0.1975438303
337	0.1973305916
338	0.196820082
339	0.1966559279
340	0.195777334
341	0.195474942
342	0.1950657637
343	0.1949766152
344	0.1948898309
345	0.1943094407
346	0.1942764306
347	0.1942060351
348	0.1940737097
349	0.193849618
350	0.1937924894
351	0.1933222912
352	0.1930308818
353	0.19234718
354	0.1921883685
355	0.1921088716
356	0.1920644317
357	0.1919695485
358	0.1918312193
359	0.1917470197
360	0.1916943412
361	0.1912231366
362	0.1911002698
363	0.1908822461
364	0.1907823539
365	0.1906281265
366	0.1904490997
367	0.1897862998
368	0.1896039051
369	0.1892908533
370	0.1886567417
371	0.1885252047
372	0.1882065141
373	0.1881573219
374	0.1879698043
375	0.1877024186
376	0.1876211637
377	0.1874899751
378	0.1873287856
379	0.1871743518
380	0.1871104144
381	0.186911019
382	0.1867225451
383	0.1862522345
384	0.1862006296
385	0.1861072352
386	0.1859868893
387	0.1858206552
388	0.1856327744
389	0.185595299
390	0.1855284825
391	0.1854558138
392	0.1853410156
393	0.1851549411
394	0.1850700889
395	0.1850545652
396	0.1850091174
397	0.1849789303
398	0.1847551125
399	0.184525444
400	0.1844761634
401	0.1842775178
402	0.1842153853
403	0.183942856
404	0.183824189
405	0.1837691603
406	0.1837539024
407	0.1829849503
408	0.1828109848
409	0.1823903031
410	0.1823336915
411	0.1822974723
412	0.1821061487
413	0.1818028303
414	0.1817156338
415	0.1816032429
416	0.1813684231
417	0.1811286833
418	0.1811126898
419	0.1810862004
420	0.1810423038
421	0.1810170081
422	0.1808242709
423	0.1807015605
424	0.1805846684
425	0.1802938634
426	0.1800045545
427	0.1796511966
428	0.1795565001
429	0.179379057
430	0.1792632042
431	0.1788592587
432	0.1788199049
433	0.1782927939
434	0.178090247
435	0.177988844
436	0.1779136375
437	0.1777589949
438	0.1776957156
439	0.1776484568
440	0.1775597061
441	0.1771843952
442	0.1770901638
443	0.176975288
444	0.1768548019
445	0.1767804677
446	0.176646376
447	0.1765574266
448	0.1763814832
449	0.1759644553
450	0.1756528463
451	0.175643594
452	0.1752400341
453	0.1752111911
454	0.1747770836
455	0.1746326705
456	0.1746161584
457	0.1743237309
458	0.1741662941
459	0.174164876
460	0.1741060601
461	0.173887332
462	0.1736101864
463	0.1732499343
464	0.1731080609
465	0.1730440539
466	0.1729705384
467	0.1727957365
468	0.1727716418
469	0.1726974059
470	0.1726538046
471	0.1726510404
472	0.1725216431
473	0.1725199026
474	0.172444387
475	0.1722658817
476	0.1718313172
477	0.1717872486
478	0.1713423599
479	0.1710864935
480	0.1710568471
481	0.1708509461
482	0.1707489681
483	0.1703547728
484	0.170208506
485	0.1701489278
486	0.1698781557
487	0.169875995
488	0.169824448
489	0.1698124744
490	0.1697797224
491	0.1696524763
492	0.1695549195
493	0.1694142914
494	0.1691700753
495	0.1691562865
496	0.1685015248
497	0.1684754077
498	0.1683297993
499	0.1683165005
500	0.1679692872
501	0.167956658
502	0.1679375291
503	0.1679118386
504	0.1675581325
505	0.1675472277
506	0.16754028
507	0.1673088044
508	0.1671842481
509	0.1671680868
510	0.166659907
511	0.1665502282
512	0.1665309006
513	0.1662269876
514	0.1660818101
515	0.1659067458
516	0.1656911701
517	0.1655228381
518	0.1654872105
519	0.1653961874
520	0.1653278975
521	0.1650967666
522	0.1650576119
523	0.1650344945
524	0.1649436446
525	0.1647668988
526	0.1646539027
527	0.1645863156
528	0.1645667788
529	0.1645192586
530	0.1645009911
531	0.1644346788
532	0.1642090673
533	0.1639791773
534	0.1638708155
535	0.1638009334
536	0.1635556452
537	0.1634460991
538	0.1634305531
539	0.1633135025
540	0.1632912963
541	0.163264617
542	0.16304157
543	0.1627352043
544	0.1623293443
545	0.1621550149
546	0.1621497192
547	0.162088425
548	0.161833336
549	0.1615438032
550	0.161310922
551	0.1610662277
552	0.1609010101
553	0.1607332458
554	0.1606590464
555	0.1605765737
556	0.1604078313
557	0.1603878797
558	0.1603820121
559	0.1603339082
560	0.1602017156
561	0.1600984483
562	0.1600694865
563	0.1600554208
564	0.1599820373
565	0.1599035922
566	0.159855561
567	0.1598105161
568	0.159713118
569	0.1596461457
570	0.1594877653
571	0.159410369
572	0.159146515
573	0.1589816924
574	0.1589517747
575	0.1588950039
576	0.1588311826
577	0.1585141216
578	0.1584140233
579	0.1584048147
580	0.1581719768
581	0.1579260493
582	0.1579241426
583	0.1579165624
584	0.1575663851
585	0.1574232851
586	0.1572226056
587	0.1570808512
588	0.1570657349
589	0.1566632964
590	0.1565748196
591	0.1565556516
592	0.1561668973
593	0.1561422349
594	0.1561149631
595	0.1560119896
596	0.1559688474
597	0.1556537716
598	0.1556463435
599	0.1555934809
600	0.1554041559
601	0.1553563424
602	0.1553546811
603	0.1552678875
604	0.1552541922
605	0.1552021853
606	0.1550713544
607	0.1549996616
608	0.1548781228
609	0.1548736663
610	0.1546679799
611	0.1546511569
612	0.1544178025
613	0.1543087711
614	0.154239904
615	0.1541892939
616	0.1540938487
617	0.1540676567
618	0.1540626455
619	0.1538691692
620	0.1536711469
621	0.1534706025
622	0.1534058157
623	0.1532173727
624	0.1531738509
625	0.1531530144
626	0.1531048176
627	0.1530863403
628	0.1529429796
629	0.152917481
630	0.1528687432
631	0.1525972795
632	0.1525930075
633	0.1525380377
634	0.1522809206
635	0.1520985883
636	0.1520815259
637	0.1519142756
638	0.1516735751
639	0.1516558483
640	0.1516465906
641	0.1515364462
642	0.1514733645
643	0.151343503
644	0.1512412958
645	0.1512338825
646	0.151214447
647	0.1511302117
648	0.1511167771
649	0.15082792
650	0.150797315
651	0.1507395347
652	0.1507333946
653	0.1506936256
654	0.150556023
655	0.1505427922
656	0.1505378436
657	0.1502805573
658	0.149920602
659	0.1496418024
660	0.1496274361
661	0.149550305
662	0.1495397652
663	0.1495256098
664	0.1494484784
665	0.1491822374
666	0.149168304
667	0.1489773222
668	0.1485894899
669	0.1485666994
670	0.1484912861
671	0.1484595092
672	0.1483748147
673	0.1483467628
674	0.1482087904
675	0.1479003202
676	0.1478462106
677	0.1471480252
678	0.1470943614
679	0.1470796104
680	0.146763168
681	0.1467618282
682	0.1467443771
683	0.1466662789
684	0.1466468563
685	0.1466296074
686	0.1465145519
687	0.1462405326
688	0.1461301404
689	0.1460343461
690	0.1459513149
691	0.1455320183
692	0.1455069113
693	0.1454910029
694	0.1454796752
695	0.1451750989
696	0.1450714306
697	0.1448716804
698	0.1448451338
699	0.1447960367
700	0.144522913
701	0.1442770916
702	0.1442542419
703	0.1438808548
704	0.1437497981
705	0.1436791864
706	0.1436142636
707	0.1436018193
708	0.1435949551
709	0.1435403726
710	0.1434816664
711	0.1434714182
712	0.1433456494
713	0.1432310123
714	0.1431817644
715	0.1431335072
716	0.14312422
717	0.1424671574
718	0.1423394458
719	0.1420715984
720	0.1420694483
721	0.141934742
722	0.1417679006
723	0.1416903932
724	0.1415946308
725	0.1415134138
726	0.1415108636
727	0.1415015852
728	0.1414506633
729	0.1413326999
730	0.1412470733
731	0.1412397923
732	0.1411154955
733	0.1411116073
734	0.1409158603
735	0.1407592752
736	0.1407416134
737	0.1406440527
738	0.1405603542
739	0.1405475434
740	0.140526894
741	0.1401147293
742	0.1400665243
743	0.1400539074
744	0.140030634
745	0.1398903819
746	0.1397194545
747	0.1396781642
748	0.1395097265
749	0.1394471925
750	0.1393280957
751	0.1392522041
752	0.1392372986
753	0.139113807
754	0.1387749851
755	0.1387479617
756	0.138631327
757	0.1385678495
758	0.1385641081
759	0.1385540095
760	0.1385224952
761	0.1384959231
762	0.1384922777
763	0.13842797
764	0.1383605842
765	0.1383470013
766	0.1381512554
767	0.1381119259
768	0.1381097679
769	0.1380195802
770	0.1379765786
771	0.1379705127
772	0.1377088118
773	0.1376882415
774	0.137469036
775	0.1374633773
776	0.1374167327
777	0.137333059
778	0.1373317733
779	0.1371905136
780	0.1371477462
781	0.1370694638
782	0.1370481042
783	0.1370401214
784	0.1368916167
785	0.1368845419
786	0.1367944294
787	0.1367241727
788	0.1365146847
789	0.1364327109
790	0.1363262388
791	0.136307765
792	0.1362952428
793	0.1362693922
794	0.1362628962
795	0.135925167
796	0.1359095869
797	0.1356100832
798	0.1355897842
799	0.1354213259
