iter	Logloss
0	0.6923914589
1	0.6916616378
2	0.6912761327
3	0.6905929883
4	0.6899297294
5	0.6894182957
6	0.6886221353
7	0.6878737914
8	0.6875725981
9	0.6870654416
10	0.6863788288
11	0.6858063042
12	0.6851938027
13	0.6844640666
14	0.6837780048
15	0.6831810515
16	0.6828628484
17	0.6825672716
18	0.6818508779
19	0.6815579464
20	0.6809446787
21	0.6806240174
22	0.6799862144
23	0.6796713135
24	0.6789022129
25	0.6784819129
26	0.6775637127
27	0.6772640917
28	0.6766036732
29	0.6762096232
30	0.675987784
31	0.6752630833
32	0.6744716963
33	0.6736177226
34	0.6730742354
35	0.6723176908
36	0.6715619352
37	0.6708408222
38	0.6699828415
39	0.669419463
40	0.6687914383
41	0.6680320168
42	0.6677506205
43	0.667018348
44	0.6665401239
45	0.6658922597
46	0.6654612548
47	0.6647845393
48	0.664516905
49	0.6640196776
50	0.6634556432
51	0.6631083337
52	0.662417612
53	0.6616031237
54	0.6612242742
55	0.6605410893
56	0.6601824481
57	0.6595988535
58	0.6588696713
59	0.6581662254
60	0.6574410753
61	0.6566756986
62	0.6561223314
63	0.6559384034
64	0.6556630109
65	0.6552813822
66	0.6546328338
67	0.6538444525
68	0.6532565701
69	0.6530508892
70	0.6526027455
71	0.6520807498
72	0.6518080319
73	0.6512135321
74	0.6508257482
75	0.6502180327
76	0.6500545313
77	0.6494718793
78	0.6487111309
79	0.6481697064
80	0.6475836498
81	0.6472995332
82	0.6470905473
83	0.6467636699
84	0.646485862
85	0.6461918047
86	0.6459058634
87	0.6452564791
88	0.644659924
89	0.6444363686
90	0.6441743336
91	0.6439165185
92	0.64375534
93	0.6435242163
94	0.6432280134
95	0.6429134014
96	0.6425938762
97	0.6419731146
98	0.6413204734
99	0.6405813064
100	0.6403164165
101	0.639769271
102	0.6391612286
103	0.6384496973
104	0.6381111671
105	0.63795626
106	0.6376384982
107	0.6370589025
108	0.6365616418
109	0.6360488719
110	0.6358632418
111	0.6351541628
112	0.6344735603
113	0.6338979165
114	0.6336257374
115	0.6333556955
116	0.633081795
117	0.6325372515
118	0.6320559408
119	0.6316650434
120	0.6311063972
121	0.6305021541
122	0.6298309339
123	0.6295666277
124	0.6288743329
125	0.6285901575
126	0.6281699218
127	0.6279904018
128	0.6276863001
129	0.6274619922
130	0.6271900458
131	0.6265738635
132	0.625943349
133	0.6255459112
134	0.6248295844
135	0.6243559467
136	0.6237747819
137	0.623334468
138	0.6230843388
139	0.6228843467
140	0.622111305
141	0.621483701
142	0.6212923731
143	0.6209038141
144	0.620297793
145	0.6200778157
146	0.6196083446
147	0.619060724
148	0.6185085571
149	0.6179401913
150	0.6176229202
151	0.6174618033
152	0.617236783
153	0.6170624424
154	0.6167058113
155	0.6163281083
156	0.6157997035
157	0.6151314794
158	0.6145772267
159	0.6143367402
160	0.6140635576
161	0.6138374366
162	0.6132896576
163	0.6131535142
164	0.6128364704
165	0.6126550202
166	0.6120989251
167	0.6119455354
168	0.6117407896
169	0.6112277462
170	0.610973812
171	0.610471611
172	0.6098513468
173	0.6096997765
174	0.6093365174
175	0.6089074697
176	0.6084813986
177	0.6078882512
178	0.6074062565
179	0.6069079644
180	0.6067410305
181	0.6060716811
182	0.6055145553
183	0.6048804498
184	0.6042766187
185	0.6037027574
186	0.6031382182
187	0.6025703605
188	0.6022864825
189	0.6020812226
190	0.601935525
191	0.6015398837
192	0.6011631629
193	0.6009679503
194	0.6006224842
195	0.6000900354
196	0.5997222229
197	0.5991766035
198	0.5989876573
199	0.5984057499
200	0.5978217932
201	0.5976286205
202	0.5974338931
203	0.5972400654
204	0.5970223371
205	0.5967053822
206	0.5964599705
207	0.5960602523
208	0.5956035391
209	0.5950716605
210	0.5949044804
211	0.5945812367
212	0.5941413681
213	0.5939307127
214	0.5936606217
215	0.5931553441
216	0.5929637528
217	0.592544751
218	0.5921988121
219	0.5920179482
220	0.591803306
221	0.5916163336
222	0.591128364
223	0.5908727344
224	0.590563931
225	0.5904335928
226	0.5903223423
227	0.5897971686
228	0.589297711
229	0.5890587117
230	0.5886681931
231	0.5882645319
232	0.5880923644
233	0.5877905061
234	0.5875742138
235	0.5873948284
236	0.5872361034
237	0.5867831874
238	0.5864917044
239	0.5863109034
240	0.5860203631
241	0.5855452742
242	0.5853426858
243	0.5851381566
244	0.5845137217
245	0.5843613222
246	0.5839620969
247	0.5833981681
248	0.5829758018
249	0.5825335077
250	0.582305146
251	0.581804455
252	0.5815018404
253	0.5813013935
254	0.5810926075
255	0.580652837
256	0.5805320544
257	0.5802903192
258	0.579967026
259	0.5798666017
260	0.579439502
261	0.5792962144
262	0.5789958722
263	0.5785650885
264	0.578426444
265	0.5782278443
266	0.5778259246
267	0.5777278253
268	0.5772307722
269	0.5766818063
270	0.5762142112
271	0.5757770737
272	0.5755487245
273	0.5749420655
274	0.5744696095
275	0.5743067188
276	0.5739055787
277	0.573754342
278	0.5736181089
279	0.5734641778
280	0.5731174473
281	0.5727268987
282	0.5722207798
283	0.5719045342
284	0.571529219
285	0.5713401696
286	0.5708637543
287	0.5706362661
288	0.5702021096
289	0.5698582653
290	0.5694250646
291	0.569048645
292	0.5686216313
293	0.5680772269
294	0.5677257891
295	0.5675090002
296	0.5671314869
297	0.5666980111
298	0.5664928077
299	0.5662240415
300	0.5656933587
301	0.5655269874
302	0.5653782312
303	0.5652801209
304	0.5650882233
305	0.5649477349
306	0.5647715957
307	0.5644990125
308	0.5641153841
309	0.5639873386
310	0.5638159835
311	0.5634349679
312	0.5629934928
313	0.5626243372
314	0.562354102
315	0.5618587001
316	0.5614142553
317	0.5610482612
318	0.5608003851
319	0.5606443855
320	0.5603091554
321	0.5599202542
322	0.5595720699
323	0.5593958761
324	0.5590815525
325	0.558723266
326	0.5585005844
327	0.5583368864
328	0.5579581809
329	0.5576688254
330	0.5573536253
331	0.5571390805
332	0.556761143
333	0.5564799399
334	0.5562984188
335	0.5559997856
336	0.5558663649
337	0.5556624685
338	0.5553414569
339	0.5552436543
340	0.5549650932
341	0.5548115065
342	0.554603039
343	0.5543511713
344	0.5542416795
345	0.5539355542
346	0.5537657941
347	0.5533483526
348	0.5530834191
349	0.5526479249
350	0.5522951115
351	0.5519472605
352	0.5516762228
353	0.5514324251
354	0.5513027637
355	0.5507725828
356	0.5506481931
357	0.5503225519
358	0.5500349764
359	0.5496121587
360	0.5492515976
361	0.5489332338
362	0.5486239178
363	0.5484271298
364	0.5480372397
365	0.5477128187
366	0.5475724864
367	0.5472653425
368	0.5470450249
369	0.5468793595
370	0.5467520463
371	0.5465738303
372	0.5461180324
373	0.5460038588
374	0.5458537096
375	0.5457642777
376	0.5456687776
377	0.5454059179
378	0.5450046014
379	0.5449243447
380	0.5447583373
381	0.5443689875
382	0.5441326108
383	0.5439800912
384	0.5438267376
385	0.5435289123
386	0.5433262944
387	0.5432072314
388	0.5428511051
389	0.5426065486
390	0.5422533909
391	0.5418676439
392	0.5416440266
393	0.5415236611
394	0.5411964106
395	0.5408441464
396	0.5403335368
397	0.540104077
398	0.5399627873
399	0.5398037105
400	0.5397533557
401	0.5395617294
402	0.5392521879
403	0.5390387866
404	0.5388384814
405	0.5384376103
406	0.5383321323
407	0.5381885012
408	0.5380779928
409	0.5379763215
410	0.5376234955
411	0.5371982218
412	0.5370200438
413	0.536954427
414	0.5368301353
415	0.5367002099
416	0.5364567631
417	0.5361201628
418	0.535977852
419	0.5358581997
420	0.5355428284
421	0.535387259
422	0.5353061619
423	0.5349835499
424	0.5346265679
425	0.5344668082
426	0.5343376098
427	0.5340551314
428	0.5338206067
429	0.53364332
430	0.5333559659
431	0.5332544256
432	0.5330411433
433	0.532801635
434	0.5326486704
435	0.5325921151
436	0.5325194915
437	0.5324347827
438	0.5320619725
439	0.5319036433
440	0.5318585174
441	0.5314926475
442	0.5311039653
443	0.5307779982
444	0.5306467761
445	0.5304057161
446	0.5302717763
447	0.5301767822
448	0.5300943744
449	0.5299781076
450	0.5295961121
451	0.5291702414
452	0.5287224995
453	0.5284196681
454	0.5280774312
455	0.5279594081
456	0.5276538412
457	0.5273689238
458	0.5272820173
459	0.5271455376
460	0.5270051336
461	0.5267035809
462	0.5265946701
463	0.5262487342
464	0.5261578364
465	0.5258621251
466	0.5257365682
467	0.5254443851
468	0.5250003733
469	0.524697259
470	0.5244814987
471	0.5244198316
472	0.5240804441
473	0.523969249
474	0.5237706101
475	0.5236633599
476	0.5233820031
477	0.52330474
478	0.5229944034
479	0.5227791942
480	0.5224916469
481	0.5223304851
482	0.5219762991
483	0.5218640038
484	0.5217787119
485	0.5213939838
486	0.5212793085
487	0.5208646921
488	0.5206756306
489	0.5203453931
490	0.5201731691
