iter	Passed	Remaining
1288	14341	15698
1289	14351	15686
1290	14359	15671
1291	14377	15667
1292	14385	15653
1293	14396	15643
1294	14405	15629
1295	14416	15617
1296	14430	15610
1297	14439	15596
1298	14450	15584
1299	14465	15578
1300	14475	15565
1301	14486	15554
1302	14496	15541
1303	14505	15528
1304	14514	15515
1305	14523	15502
1306	14530	15486
1307	14538	15472
1308	14546	15458
1309	14554	15443
1310	14563	15430
1311	14573	15418
1312	14584	15406
1313	14592	15392
1314	14605	15383
1315	14622	15378
1316	14637	15371
1317	14653	15365
1318	14669	15359
1319	14677	15344
1320	14688	15333
1321	14699	15321
1322	14708	15309
1323	14717	15295
1324	14726	15282
1325	14736	15270
1326	14746	15257
1327	14754	15243
1328	14764	15231
1329	14773	15218
1330	14781	15203
1331	14791	15191
1332	14800	15178
1333	14809	15164
1334	14818	15151
1335	14827	15137
1336	14837	15126
1337	14848	15114
1338	14857	15101
1339	14865	15087
1340	14874	15074
1341	14883	15061
1342	14893	15048
1343	14901	15034
1344	14910	15021
1345	14920	15009
1346	14929	14995
1347	14938	14982
1348	14948	14970
1349	14957	14957
1350	14967	14944
1351	14975	14931
1352	14985	14918
1353	14994	14906
1354	15004	14893
1355	15012	14879
1356	15021	14866
1357	15030	14853
1358	15039	14840
1359	15049	14827
1360	15057	14813
1361	15066	14801
1362	15076	14789
1363	15086	14776
1364	15096	14764
1365	15105	14751
1366	15115	14739
1367	15125	14727
1368	15134	14714
1369	15144	14702
1370	15154	14689
1371	15178	14691
1372	15218	14708
1373	15241	14709
1374	15251	14696
1375	15261	14684
1376	15271	14672
1377	15282	14661
1378	15291	14647
1379	15301	14636
1380	15311	14623
1381	15319	14610
1382	15328	14596
1383	15341	14587
1384	15350	14574
1385	15359	14561
1386	15370	14550
1387	15382	14540
1388	15391	14526
1389	15400	14514
1390	15408	14500
1391	15417	14487
1392	15427	14475
1393	15443	14468
1394	15452	14455
1395	15461	14442
1396	15471	14430
1397	15479	14416
1398	15488	14403
1399	15496	14389
1400	15505	14376
1401	15512	14362
1402	15520	14348
1403	15529	14334
1404	15538	14321
1405	15546	14308
1406	15554	14294
1407	15564	14282
1408	15574	14270
1409	15583	14257
1410	15594	14245
1411	15602	14232
1412	15610	14218
1413	15616	14202
1414	15628	14192
1415	15646	14188
1416	15661	14180
1417	15674	14171
1418	15689	14163
1419	15704	14156
1420	15714	14144
1421	15723	14131
1422	15742	14126
1423	15753	14115
1424	15768	14108
1425	15780	14098
1426	15791	14087
1427	15801	14075
1428	15811	14063
1429	15820	14050
1430	15829	14037
1431	15840	14026
1432	15854	14017
1433	15862	14004
1434	15877	13996
1435	15887	13984
1436	15897	13972
1437	15905	13959
1438	15915	13946
1439	15923	13933
1440	15933	13920
1441	15943	13909
1442	15952	13896
1443	15962	13883
1444	15971	13871
1445	15979	13857
1446	15986	13843
1447	15996	13831
1448	16006	13819
1449	16015	13806
1450	16024	13793
1451	16034	13781
1452	16042	13768
1453	16052	13756
1454	16061	13743
1455	16070	13730
1456	16079	13717
1457	16093	13709
1458	16105	13698
1459	16139	13707
1460	16150	13696
1461	16160	13684
1462	16170	13672
1463	16180	13660
1464	16195	13652
1465	16253	13681
1466	16267	13672
1467	16282	13664
1468	16293	13654
1469	16302	13641
1470	16311	13627
1471	16321	13616
1472	16330	13603
1473	16338	13589
1474	16346	13576
1475	16356	13563
1476	16365	13551
1477	16374	13538
1478	16383	13525
1479	16393	13513
1480	16409	13506
1481	16418	13493
1482	16428	13481
1483	16436	13468
1484	16445	13455
1485	16455	13443
1486	16463	13429
1487	16473	13417
1488	16484	13407
1489	16493	13393
1490	16502	13381
1491	16511	13368
1492	16519	13355
1493	16528	13342
1494	16537	13329
1495	16548	13318
1496	16557	13306
1497	16567	13293
1498	16576	13281
1499	16585	13268
1500	16593	13255
1501	16604	13243
1502	16614	13232
1503	16623	13218
1504	16633	13207
1505	16644	13196
1506	16654	13184
1507	16662	13170
1508	16671	13158
1509	16681	13146
1510	16694	13136
1511	16710	13129
1512	16723	13119
1513	16739	13113
1514	16754	13104
1515	16768	13096
1516	16777	13083
1517	16788	13072
1518	16797	13060
1519	16807	13047
1520	16817	13035
1521	16829	13025
1522	16839	13014
1523	16849	13001
1524	16858	12989
1525	16904	13005
1526	16919	12997
1527	16928	12984
1528	16936	12970
1529	16945	12958
1530	16953	12945
1531	16964	12933
1532	16972	12920
1533	16989	12914
1534	16999	12901
1535	17009	12889
1536	17019	12878
1537	17028	12865
1538	17038	12853
1539	17048	12841
1540	17058	12829
1541	17068	12818
1542	17078	12806
1543	17089	12794
1544	17098	12782
1545	17109	12771
1546	17120	12760
1547	17128	12747
1548	17139	12735
1549	17150	12724
1550	17161	12713
1551	17170	12701
1552	17179	12688
1553	17190	12676
1554	17199	12664
1555	17209	12652
1556	17218	12639
1557	17227	12627
1558	17288	12653
1559	17305	12646
1560	17314	12633
1561	17325	12622
1562	17335	12610
1563	17344	12597
1564	17353	12585
1565	17363	12573
1566	17373	12561
1567	17381	12548
1568	17390	12536
1569	17400	12523
1570	17410	12511
1571	17419	12499
1572	17428	12486
1573	17436	12473
1574	17444	12460
1575	17456	12450
1576	17469	12440
1577	17481	12429
1578	17493	12419
1579	17505	12408
1580	17516	12398
1581	17527	12386
1582	17539	12375
1583	17552	12366
1584	17565	12356
1585	17575	12345
1586	17588	12335
1587	17602	12326
1588	17615	12316
1589	17628	12306
1590	17642	12297
1591	17658	12289
1592	17674	12282
1593	17687	12272
1594	17697	12260
1595	17712	12252
1596	17728	12244
1597	17747	12239
1598	17763	12230
1599	17778	12222
1600	17794	12215
1601	17812	12208
1602	17825	12199
1603	17842	12191
1604	17855	12181
1605	17871	12173
1606	17889	12167
1607	17901	12157
1608	17913	12146
1609	17924	12134
1610	17935	12123
1611	17945	12112
1612	17955	12100
1613	17964	12087
1614	17976	12076
1615	17987	12065
1616	17998	12054
1617	18007	12042
1618	18015	12029
1619	18026	12017
1620	18036	12005
1621	18046	11993
1622	18058	11983
1623	18069	11972
1624	18080	11960
1625	18091	11949
1626	18103	11939
1627	18113	11927
1628	18124	11915
1629	18143	11910
1630	18155	11899
1631	18167	11889
1632	18180	11878
1633	18190	11867
1634	18202	11856
1635	18213	11845
1636	18226	11835
1637	18238	11825
1638	18251	11815
1639	18262	11803
1640	18326	11826
1641	18340	11817
1642	18357	11810
1643	18368	11798
1644	18379	11787
1645	18390	11776
1646	18399	11763
1647	18410	11752
1648	18421	11740
1649	18437	11732
1650	18447	11721
1651	18456	11708
1652	18468	11697
1653	18477	11685
1654	18487	11673
1655	18499	11662
1656	18509	11650
1657	18520	11639
1658	18530	11627
1659	18539	11615
1660	18549	11603
1661	18558	11590
1662	18569	11579
1663	18580	11567
1664	18589	11555
1665	18598	11542
1666	18608	11531
1667	18619	11519
